Species,Source,FMAXE,D
Hipposideros pomona,"Raman & Hughes, 2020",125.0120404,6.137326455
Hipposideros pomona,"Raman & Hughes, 2020",118.8742474,6.595859738
Hipposideros pomona,"Raman & Hughes, 2020",124.9894926,6.425421985
Hipposideros pomona,"Raman & Hughes, 2020",124.5306835,5.640883363
Hipposideros pomona,"Raman & Hughes, 2020",123.6548251,5.885181706
Hipposideros pomona,"Raman & Hughes, 2020",124.4100522,7.161064439
Hipposideros pomona,"Raman & Hughes, 2020",125.6942835,7.053142131
Hipposideros pomona,"Raman & Hughes, 2020",120.6241156,6.354811202
Hipposideros pomona,"Raman & Hughes, 2020",120.5434985,5.4093725
Hipposideros pomona,"Raman & Hughes, 2020",124.2245675,6.717614055
Hipposideros pomona,"Raman & Hughes, 2020",125.0120404,6.137326455
Hipposideros pomona,"Raman & Hughes, 2020",121.1674718,6.826673815
Hipposideros pomona,"Raman & Hughes, 2020",125.2709396,6.405933837
Hipposideros pomona,"Raman & Hughes, 2020",122.8331245,6.417136466
Hipposideros pomona,"Raman & Hughes, 2020",123.5399078,5.502814673
Hipposideros pomona,"Raman & Hughes, 2020",122.9632942,5.537099709
Hipposideros pomona,"Raman & Hughes, 2020",125.0128308,6.936932697
Hipposideros pomona,Wordley et al. 2014,125.9026966,7.684940918
Hipposideros pomona,"Raman & Hughes, 2020",120.6454694,6.364789528
Hipposideros pomona,"Raman & Hughes, 2020",124.0134834,5.645212257
Hipposideros pomona,"Raman & Hughes, 2020",120.9983184,5.580228493
Hipposideros pomona,"Raman & Hughes, 2020",119.5057807,5.947946445
Hipposideros pomona,"Raman & Hughes, 2020",125.5515695,6.693097983
Hipposideros pomona,"Raman & Hughes, 2020",119.6119991,6.310489959
Hipposideros pomona,"Raman & Hughes, 2020",121.4697945,5.648520958
Hipposideros pomona,"Raman & Hughes, 2020",122.3348594,6.216657062
Hipposideros pomona,"Raman & Hughes, 2020",120.9979432,5.907893949
Hipposideros speoris,Srinivasulu et al. 2015,139.3679293,7.145602229
Hipposideros speoris,"Raman & Hughes, 2020",125.7447199,5.668505133
Hipposideros speoris,Srinivasulu et al. 2015,138.2957402,5.87020083
Hipposideros speoris,"Raman & Hughes, 2020",122.1401506,6.480613731
Hipposideros speoris,Srinivasulu et al. 2015,139.4209411,5.363296046
Hipposideros speoris,Srinivasulu et al. 2015,137.4789075,6.077958655
Hipposideros speoris,Srinivasulu et al. 2015,135.1662499,6.89232374
Hipposideros speoris,Srinivasulu et al. 2015,139.7933113,5.1749102
Hipposideros speoris,Srinivasulu et al. 2015,137.4773063,5.712037387
Hipposideros speoris,"Raman & Hughes, 2020",127.5123288,6.478626018
Hipposideros speoris,Srinivasulu et al. 2015,139.8493776,6.771477565
Hipposideros speoris,Srinivasulu et al. 2015,142.4339617,5.635748139
Hipposideros speoris,Srinivasulu et al. 2015,140.5921213,6.171286412
Hipposideros speoris,"Raman & Hughes, 2020",126.3815456,6.391263326
Hipposideros speoris,Srinivasulu et al. 2015,142.4339617,5.635748139
Hipposideros speoris,Srinivasulu et al. 2015,135.5491428,4.987964209
Hipposideros speoris,Srinivasulu et al. 2015,139.9715725,6.755225056
Hipposideros speoris,Srinivasulu et al. 2015,137.1484919,6.219160182
Hipposideros speoris,Srinivasulu et al. 2015,136.2070539,5.046408834
Hipposideros speoris,Srinivasulu et al. 2015,138.8564115,6.876303914
Hipposideros speoris,Srinivasulu et al. 2015,138.5352343,6.49505539
Hipposideros speoris,Srinivasulu et al. 2015,135.7126218,4.885515734
Hipposideros speoris,"Raman & Hughes, 2020",122.6942376,5.697201593
Hipposideros speoris,Srinivasulu et al. 2015,141.3678914,6.193488205
Hipposideros speoris,Srinivasulu et al. 2015,137.2452814,5.439421677
Hipposideros speoris,Srinivasulu et al. 2015,137.7089377,6.438657169
Hipposideros speoris,"Raman & Hughes, 2020",128.1074643,5.722969958
Hipposideros speoris,Srinivasulu et al. 2015,136.3155198,7.088479214
Hipposideros speoris,"Raman & Hughes, 2020",122.1401506,6.480613731
Hipposideros speoris,Srinivasulu et al. 2015,138.4623534,5.757292761
Hipposideros speoris,Srinivasulu et al. 2015,142.0338865,6.953950647
Hipposideros speoris,Srinivasulu et al. 2015,137.4895661,5.076242544
Hipposideros speoris,Srinivasulu et al. 2015,137.3160847,6.542324219
Hipposideros speoris,Srinivasulu et al. 2015,137.4895661,5.076242544
Hipposideros speoris,"Raman & Hughes, 2020",127.6288384,5.184474776
Hipposideros speoris,"Raman & Hughes, 2020",128.2199719,4.646699789
Hipposideros speoris,Srinivasulu et al. 2015,136.4073623,5.778203732
Hipposideros speoris,Srinivasulu et al. 2015,139.7374777,5.437993793
Hipposideros speoris,Srinivasulu et al. 2015,140.2256674,6.474352647
Hipposideros speoris,Srinivasulu et al. 2015,138.5471983,6.591793928
Hipposideros speoris,Srinivasulu et al. 2015,140.1480115,4.986674634
Hipposideros speoris,Srinivasulu et al. 2015,139.9363598,7.180073293
Hipposideros speoris,Srinivasulu et al. 2015,138.9472174,6.574980003
Hipposideros speoris,Srinivasulu et al. 2015,140.8548969,5.157552288
Hipposideros speoris,"Raman & Hughes, 2020",124.5900894,5.211875738
Hipposideros speoris,Srinivasulu et al. 2015,139.8680288,6.244500803
Hipposideros speoris,Srinivasulu et al. 2015,136.8085817,5.133105816
Hipposideros speoris,Srinivasulu et al. 2015,136.0729244,5.60780611
Hipposideros speoris,"Raman & Hughes, 2020",126.6191219,4.978911801
Hipposideros speoris,"Raman & Hughes, 2020",121.0874697,6.470537629
Rhinolophus affinis,"Chakravarty, et al. 2020",87.78467437,26.88883781
Rhinolophus affinis,"Chakravarty, et al. 2020",88.06287114,29.74056954
Rhinolophus affinis,"Chakravarty, et al. 2020",87.78467437,26.88883781
Rhinolophus affinis,"Chakravarty, et al. 2020",88.15248282,28.82971861
Rhinolophus affinis,"Chakravarty, et al. 2020",87.75931067,28.67830833
Rhinolophus affinis,"Chakravarty, et al. 2020",87.92226612,24.16501234
Rhinolophus affinis,"Chakravarty, et al. 2020",88.06287114,29.74056954
Rhinolophus affinis,"Chakravarty, et al. 2020",87.75931067,28.67830833
Rhinolophus affinis,"Chakravarty, et al. 2020",88.06287114,29.74056954
Rhinolophus affinis,"Chakravarty, et al. 2020",87.92226612,24.16501234
Rhinolophus affinis,"Chakravarty, et al. 2020",87.75931067,28.67830833
Rhinolophus affinis,"Chakravarty, et al. 2020",88.13027757,21.33462126
Rhinolophus affinis,"Chakravarty, et al. 2020",88.13027757,21.33462126
Rhinolophus affinis,"Chakravarty, et al. 2020",87.75931067,28.67830833
Rhinolophus affinis,"Chakravarty, et al. 2020",88.15248282,28.82971861
Rhinolophus affinis,"Chakravarty, et al. 2020",88.2374903,25.28245061
Rhinolophus affinis,"Chakravarty, et al. 2020",88.13027757,21.33462126
Rhinolophus affinis,"Chakravarty, et al. 2020",87.78467437,26.88883781
Rhinolophus affinis,"Chakravarty, et al. 2020",88.13027757,21.33462126
Rhinolophus affinis,"Chakravarty, et al. 2020",87.92226612,24.16501234
Rhinolophus affinis,"Chakravarty, et al. 2020",88.2374903,25.28245061
Rhinolophus affinis,"Chakravarty, et al. 2020",87.75931067,28.67830833
Rhinolophus affinis,"Chakravarty, et al. 2020",87.75931067,28.67830833
Rhinolophus affinis,"Chakravarty, et al. 2020",87.78467437,26.88883781
Rhinolophus affinis,"Chakravarty, et al. 2020",87.75931067,28.67830833
Rhinolophus affinis,"Chakravarty, et al. 2020",88.2374903,25.28245061
Rhinolophus affinis,"Chakravarty, et al. 2020",87.75931067,28.67830833
Rhinolophus affinis,"Chakravarty, et al. 2020",88.13027757,21.33462126
Rhinolophus affinis,"Chakravarty, et al. 2020",88.13027757,21.33462126
Rhinolophus affinis,"Chakravarty, et al. 2020",88.2374903,25.28245061
Rhinolophus affinis,"Chakravarty, et al. 2020",87.75931067,28.67830833
Rhinolophus affinis,"Chakravarty, et al. 2020",88.15248282,28.82971861
Rhinolophus affinis,"Chakravarty, et al. 2020",88.15248282,28.82971861
Rhinolophus affinis,"Chakravarty, et al. 2020",88.15248282,28.82971861
Rhinolophus affinis,"Chakravarty, et al. 2020",88.06287114,29.74056954
Rhinolophus affinis,"Chakravarty, et al. 2020",88.13027757,21.33462126
Rhinolophus affinis,"Chakravarty, et al. 2020",87.78467437,26.88883781
Rhinolophus affinis,"Chakravarty, et al. 2020",88.06287114,29.74056954
Rhinolophus affinis,"Chakravarty, et al. 2020",88.13027757,21.33462126
Rhinolophus affinis,"Chakravarty, et al. 2020",87.75931067,28.67830833
Rhinolophus affinis,"Chakravarty, et al. 2020",87.75931067,28.67830833
Rhinolophus affinis,"Chakravarty, et al. 2020",88.15248282,28.82971861
Rhinolophus affinis,"Chakravarty, et al. 2020",88.15248282,28.82971861
Rhinolophus affinis,"Chakravarty, et al. 2020",88.13027757,21.33462126
Rhinolophus affinis,"Chakravarty, et al. 2020",87.75931067,28.67830833
Rhinolophus affinis,"Chakravarty, et al. 2020",88.2374903,25.28245061
Rhinolophus affinis,"Chakravarty, et al. 2020",87.78467437,26.88883781
Rhinolophus affinis,"Chakravarty, et al. 2020",88.06287114,29.74056954
Rhinolophus affinis,"Chakravarty, et al. 2020",88.2374903,25.28245061
Rhinolophus affinis,"Chakravarty, et al. 2020",88.15248282,28.82971861
Rhinolophus beddomei,"Raman & Hughes, 2020",43.10164688,68.22025791
Rhinolophus beddomei,"Raman & Hughes, 2020",43.35920373,58.56083941
Rhinolophus beddomei,"Raman & Hughes, 2020",42.78337383,62.81433885
Rhinolophus beddomei,"Raman & Hughes, 2020",43.73623398,60.10813545
Rhinolophus beddomei,"Raman & Hughes, 2020",42.78337383,62.81433885
Rhinolophus beddomei,"Raman & Hughes, 2020",43.66839764,70.38560583
Rhinolophus beddomei,"Raman & Hughes, 2020",43.0932479,60.94640825
Rhinolophus beddomei,"Raman & Hughes, 2020",43.4750283,64.70146433
Rhinolophus beddomei,"Raman & Hughes, 2020",43.53376312,67.83450675
Rhinolophus beddomei,"Raman & Hughes, 2020",43.4750283,64.70146433
Rhinolophus beddomei,"Raman & Hughes, 2020",43.10164688,68.22025791
Rhinolophus beddomei,"Raman & Hughes, 2020",43.88451203,66.58241309
Rhinolophus beddomei,"Raman & Hughes, 2020",43.93171995,68.8838497
Rhinolophus beddomei,"Raman & Hughes, 2020",43.0932479,60.94640825
Rhinolophus beddomei,"Raman & Hughes, 2020",44.11789428,62.30622981
Rhinolophus beddomei,"Raman & Hughes, 2020",44.33855801,62.85932193
Rhinolophus beddomei,"Raman & Hughes, 2020",43.64060497,67.53746088
Rhinolophus beddomei,"Raman & Hughes, 2020",43.82505222,64.82381304
Rhinolophus beddomei,"Raman & Hughes, 2020",43.58322642,65.43097536
Rhinolophus beddomei,"Raman & Hughes, 2020",43.62799409,57.05963643
Rhinolophus beddomei,"Raman & Hughes, 2020",43.78311025,64.06125319
Rhinolophus beddomei,"Raman & Hughes, 2020",43.0932479,60.94640825
Rhinolophus beddomei,"Raman & Hughes, 2020",43.66839764,70.38560583
Rhinolophus beddomei,"Raman & Hughes, 2020",44.16088633,65.65780674
Rhinolophus beddomei,"Raman & Hughes, 2020",43.58132653,73.43032379
Rhinolophus beddomei,"Raman & Hughes, 2020",43.78311025,64.06125319
Rhinolophus beddomei,"Raman & Hughes, 2020",43.60130845,60.2237098
Rhinolophus beddomei,"Raman & Hughes, 2020",43.35920373,58.56083941
Rhinolophus beddomei,"Raman & Hughes, 2020",42.96053506,66.22177239
Rhinolophus beddomei,"Raman & Hughes, 2020",43.78311025,64.06125319
Rhinolophus beddomei,"Raman & Hughes, 2020",43.6486576,66.69098808
Rhinolophus beddomei,"Raman & Hughes, 2020",43.93171995,68.8838497
Rhinolophus beddomei,"Raman & Hughes, 2020",43.82505222,64.82381304
Rhinolophus beddomei,"Raman & Hughes, 2020",43.38539309,72.87726892
Rhinolophus beddomei,"Raman & Hughes, 2020",43.83678925,62.8264295
Rhinolophus beddomei,"Raman & Hughes, 2020",44.34662985,66.55816257
Rhinolophus beddomei,"Raman & Hughes, 2020",43.0932479,60.94640825
Rhinolophus beddomei,"Raman & Hughes, 2020",43.6845157,57.22584083
Rhinolophus beddomei,"Raman & Hughes, 2020",43.60402142,58.48955756
Rhinolophus beddomei,"Raman & Hughes, 2020",42.96053506,66.22177239
Rhinolophus beddomei,"Raman & Hughes, 2020",43.58322642,65.43097536
Rhinolophus beddomei,"Raman & Hughes, 2020",43.60688838,59.96281354
Rhinolophus beddomei,"Raman & Hughes, 2020",44.04444787,65.71872164
Rhinolophus beddomei,"Raman & Hughes, 2020",43.38539309,72.87726892
Rhinolophus beddomei,"Raman & Hughes, 2020",43.43716393,71.72351315
Rhinolophus beddomei,"Raman & Hughes, 2020",42.78337383,62.81433885
Rhinolophus beddomei,"Raman & Hughes, 2020",43.4750283,64.70146433
Rhinolophus beddomei,"Raman & Hughes, 2020",43.54369719,59.1071551
Rhinolophus beddomei,"Raman & Hughes, 2020",43.60688838,59.96281354
Rhinolophus beddomei,"Raman & Hughes, 2020",43.4750283,64.70146433
Rhinolophus lepidus,"Raman & Hughes, 2020",100.6894403,23.81113883
Rhinolophus lepidus,"Raman & Hughes, 2020",103.452313,24.74513866
Rhinolophus lepidus,"Raman & Hughes, 2020",102.6994416,19.35355389
Rhinolophus lepidus,"Raman & Hughes, 2020",102.2301383,27.77113702
Rhinolophus lepidus,"Raman & Hughes, 2020",101.2946464,25.44391832
Rhinolophus lepidus,Wordley et al. 2014,101.7242433,25.45390946
Rhinolophus lepidus,"Raman & Hughes, 2020",102.3789438,34.60486951
Rhinolophus lepidus,"Raman & Hughes, 2020",101.1018233,25.97885727
Rhinolophus lepidus,"Raman & Hughes, 2020",103.6472063,20.48786144
Rhinolophus lepidus,"Raman & Hughes, 2020",100.9936784,38.32651558
Rhinolophus lepidus,"Raman & Hughes, 2020",104.0075528,27.62748
Rhinolophus lepidus,"Raman & Hughes, 2020",102.909953,18.91710823
Rhinolophus lepidus,"Raman & Hughes, 2020",103.5155965,29.9205805
Rhinolophus lepidus,"Raman & Hughes, 2020",102.1482603,37.1498857
Rhinolophus lepidus,"Raman & Hughes, 2020",102.6493503,29.70346973
Rhinolophus lepidus,"Raman & Hughes, 2020",101.3666326,19.74655251
Rhinolophus lepidus,"Raman & Hughes, 2020",101.4630878,27.81616353
Rhinolophus lepidus,"Raman & Hughes, 2020",103.8650086,30.47127297
Rhinolophus lepidus,"Raman & Hughes, 2020",102.9645022,30.8274004
Rhinolophus lepidus,"Raman & Hughes, 2020",101.262405,32.23880099
Rhinolophus lepidus,"Raman & Hughes, 2020",103.5936053,19.72443888
Rhinolophus lepidus,"Raman & Hughes, 2020",102.6974646,26.37680448
Rhinolophus lepidus,"Raman & Hughes, 2020",103.9691724,38.62758903
Rhinolophus lepidus,"Raman & Hughes, 2020",102.4767835,38.29734158
Rhinolophus lepidus,"Raman & Hughes, 2020",101.5580071,29.54796057
Rhinolophus lepidus,"Raman & Hughes, 2020",101.5927144,39.70815522
Rhinolophus lepidus,Wordley et al. 2014,101.0478011,29.97534992
Rhinolophus lepidus,"Raman & Hughes, 2020",104.2902481,34.14646039
Rhinolophus lepidus,"Raman & Hughes, 2020",103.3772962,31.50081896
Rhinolophus lepidus,"Raman & Hughes, 2020",102.8214758,27.42392116
Rhinolophus lepidus,"Raman & Hughes, 2020",102.7853214,24.03207896
Rhinolophus lepidus,"Raman & Hughes, 2020",103.8268217,29.55869561
Rhinolophus lepidus,"Raman & Hughes, 2020",102.4876319,36.82897431
Rhinolophus lepidus,"Raman & Hughes, 2020",102.6432472,30.50125889
Rhinolophus lepidus,"Raman & Hughes, 2020",103.662203,34.38249886
Rhinolophus lepidus,"Raman & Hughes, 2020",102.5843242,28.75581278
Rhinolophus lepidus,Wordley et al. 2014,102.2679066,28.03429862
Rhinolophus lepidus,"Raman & Hughes, 2020",101.9964001,25.30237068
Rhinolophus lepidus,"Raman & Hughes, 2020",101.1955304,21.7027435
Rhinolophus lepidus,"Raman & Hughes, 2020",102.3868137,26.43146599
Rhinolophus lepidus,"Raman & Hughes, 2020",101.1236305,19.93211268
Rhinolophus lepidus,Wordley et al. 2014,103.0617501,23.73126774
Rhinolophus lepidus,"Raman & Hughes, 2020",101.8807043,27.3360398
Rhinolophus lepidus,"Raman & Hughes, 2020",100.841376,36.67778567
Rhinolophus lepidus,Wordley et al. 2014,102.4015234,34.72022799
Rhinolophus lepidus,"Raman & Hughes, 2020",102.7665073,19.58358435
Rhinolophus lepidus,"Raman & Hughes, 2020",102.0126594,41.22212174
Rhinolophus lepidus,"Raman & Hughes, 2020",102.9779987,30.66501214
Rhinolophus lepidus,"Raman & Hughes, 2020",100.9588793,25.8063587
Rhinolophus lepidus,"Raman & Hughes, 2020",101.2265393,40.42019651
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus luctus,"Chakravarty, et al. 2020",31.30638479,82.19943252
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.0374853,45.61612183
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.06864045,42.04279051
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.10725744,44.72549994
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.0374853,45.61612183
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.33819751,41.50739043
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.06864045,42.04279051
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.06864045,42.04279051
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.10725744,44.72549994
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.10725744,44.72549994
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.10725744,44.72549994
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.0374853,45.61612183
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.33819751,41.50739043
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.0374853,45.61612183
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.10725744,44.72549994
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.06864045,42.04279051
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.06864045,42.04279051
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.0374853,45.61612183
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.33819751,41.50739043
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.0374853,45.61612183
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.10725744,44.72549994
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.10725744,44.72549994
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.0374853,45.61612183
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.10725744,44.72549994
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.06864045,42.04279051
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.0374853,45.61612183
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.06864045,42.04279051
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.33819751,41.50739043
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.06864045,42.04279051
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.0374853,45.61612183
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.10725744,44.72549994
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.06864045,42.04279051
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.06864045,42.04279051
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.06864045,42.04279051
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.10725744,44.72549994
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.0374853,45.61612183
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.06864045,42.04279051
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.0374853,45.61612183
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.0374853,45.61612183
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.10725744,44.72549994
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.0374853,45.61612183
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.06864045,42.04279051
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.0374853,45.61612183
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.0374853,45.61612183
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.06864045,42.04279051
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.0374853,45.61612183
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.06864045,42.04279051
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.33819751,41.50739043
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.10725744,44.72549994
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.10725744,44.72549994
Rhinolophus pearsonii,"Chakravarty, et al. 2020",61.06864045,42.04279051
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
Rhinolophus pusillus,"Chakravarty, et al. 2020",111.4982652,28.599129
